model,pathway,scenario,region,variables,unit,2020,2050
image,SSP2-Base,Business As Usual,EE,Share|ElectricityLV|TransformationMVLV,share,0.9945129140089712,0.972564570044856
image,SSP2-Base,Business As Usual,EE,Share|ElectricityLV|BatteryChemical,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityLV|SolarPVRoofResidential,share,0.0054870859910288155,0.02743542995514408
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Coal,share,0.047872800617723116,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|CombinedCycle,share,0.022026268917348903,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|GasTurbine,share,0.016709583315273804,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|CogenerationGas,share,0.028084093983676804,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Nuclear,share,0.3868995794369271,0.42719930768497166
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Oil,share,0.00019235680810737504,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Geothermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|HydroRunofRiver,share,0.08468367317694271,0.0935043832460612
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|HydroReservoir,share,0.028265057516508006,0.03120916549018006
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Biomass,share,0.011204784072254602,0.01237188214418076
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Biogas,share,0.003678823955053551,0.004062012806994971
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|WindOnshore,share,2.6664006301570008e-05,0.022720364154995818
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|WindOffshore,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|SolarThermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|SolarPVOpen,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|Hydrogen,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|BatteryHydro,share,0.005732761354837551,0.006329889749360678
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsUA,share,0.0008080001909566673,0.0008921620506498493
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsPL,share,0.08739868732181291,0.0965021951452921
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsCZ,share,0.27523179837953904,0.3039001331863599
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsHU,share,0.0011850669467364501,0.0013085043409531176
image,SSP2-Base,Business As Usual,SK,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityMV|TransformationHVMV,share,0.9942626580220765,0.9914849801981057
image,SSP2-Base,Business As Usual,SK,Share|ElectricityMV|SolarPVRoofCommercial,share,0.005737341977923518,0.008515019801894145
image,SSP2-Base,Business As Usual,SK,Share|ElectricityMV|Waste,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityLV|TransformationMVLV,share,0.9775654899141839,0.8878274495709196
image,SSP2-Base,Business As Usual,SK,Share|ElectricityLV|BatteryChemical,share,0.0,0.0
image,SSP2-Base,Business As Usual,SK,Share|ElectricityLV|SolarPVRoofResidential,share,0.022434510085816074,0.11217255042908036
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Coal,share,0.3093764820905048,0.21326170966950087
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|CombinedCycle,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|GasTurbine,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|CogenerationGas,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Nuclear,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Oil,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Geothermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|HydroRunofRiver,share,0.35991138670591377,0.37490769448532685
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|HydroReservoir,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Biomass,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Biogas,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|WindOnshore,share,0.06464524080778396,0.13467758501621657
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|WindOffshore,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|SolarThermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|SolarPVOpen,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|Hydrogen,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|BatteryHydro,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsBA,share,0.06309490876387165,0.06572386329569964
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsRS,share,0.20297198163192587,0.21142914753325612
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityMV|TransformationHVMV,share,1.0,0.9795918367346939
image,SSP2-Base,Business As Usual,ME,Share|ElectricityMV|SolarPVRoofCommercial,share,0.0,0.020408163265306124
image,SSP2-Base,Business As Usual,ME,Share|ElectricityMV|Waste,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityLV|TransformationMVLV,share,1.0,0.98
image,SSP2-Base,Business As Usual,ME,Share|ElectricityLV|BatteryChemical,share,0.0,0.0
image,SSP2-Base,Business As Usual,ME,Share|ElectricityLV|SolarPVRoofResidential,share,0.0,0.02
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Coal,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|CombinedCycle,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|GasTurbine,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|CogenerationGas,share,0.0036631898878240333,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Nuclear,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Oil,share,5.387043952682399e-06,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Geothermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|HydroRunofRiver,share,0.021226688597674598,0.02082615853171358
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|HydroReservoir,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Biomass,share,0.017814954351520695,0.017478800890340283
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Biogas,share,0.004508955788395169,0.004423875520173819
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|WindOnshore,share,0.09214619827259209,0.11287600291597943
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|WindOffshore,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|SolarThermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|SolarPVOpen,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|Hydrogen,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|BatteryHydro,share,0.037014575976778895,0.03631614152765231
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsSE,share,0.22181047211317295,0.21762509187274925
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsPL,share,0.02388069199091499,0.023430083074959827
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsLV,share,0.20725361671449993,0.20334291230145207
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsBY,share,0.19799806387892493,0.19426200409641756
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityMV|TransformationHVMV,share,0.9883280436775944,1.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityMV|SolarPVRoofCommercial,share,0.0018339085860099751,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityMV|Waste,share,0.009838047736395673,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityLV|TransformationMVLV,share,0.9927177853200669,1.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityLV|BatteryChemical,share,0.0,0.0
image,SSP2-Base,Business As Usual,LT,Share|ElectricityLV|SolarPVRoofResidential,share,0.007282214679933112,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Coal,share,0.17086624330001568,0.06169131647558121
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|CombinedCycle,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|GasTurbine,share,0.0009607665567863717,0.0003468850989472014
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|CogenerationGas,share,0.014153731714609026,0.005110209750344151
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Nuclear,share,0.23342986258865342,0.26108448439393295
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Oil,share,0.0003876103381837058,0.0001399468471962119
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Geothermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|HydroRunofRiver,share,0.1801942389805083,0.2015419940416396
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|HydroReservoir,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Biomass,share,0.0030647723270858357,0.003427858346522001
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Biogas,share,0.003264531867081406,0.0036512835583785395
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|WindOnshore,share,0.00025972985565730303,0.02297890438876801
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|WindOffshore,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|SolarThermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|SolarPVOpen,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|Hydrogen,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|BatteryHydro,share,0.008579236108583996,0.009595625045843393
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsAT,share,0.2504795310961964,0.2801540407138265
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsHR,share,0.12389576965955222,0.1385738002046273
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsIT,share,0.010463975607086617,0.01170365113439302
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityMV|TransformationHVMV,share,0.9940621080570154,0.9708942828243067
image,SSP2-Base,Business As Usual,SI,Share|ElectricityMV|SolarPVRoofCommercial,share,0.00528670712712706,0.028876086207765352
image,SSP2-Base,Business As Usual,SI,Share|ElectricityMV|Waste,share,0.0006511848158574216,0.00022963096792792093
image,SSP2-Base,Business As Usual,SI,Share|ElectricityLV|TransformationMVLV,share,0.9792910990680984,0.8964554953404918
image,SSP2-Base,Business As Usual,SI,Share|ElectricityLV|BatteryChemical,share,0.0,0.0
image,SSP2-Base,Business As Usual,SI,Share|ElectricityLV|SolarPVRoofResidential,share,0.020708900931901628,0.10354450465950814
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|Coal,share,0.07879936984016836,0.027886989269977354
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|CombinedCycle,share,0.3072606876572812,0.10873913734544348
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|GasTurbine,share,0.14593902199006012,0.05164762038786248
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|CogenerationGas,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|Nuclear,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|Oil,share,0.009014519395626475,0.0031902260915250627
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|Geothermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|HydroRunofRiver,share,0.029597513271420822,0.03036845053907244
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|HydroReservoir,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|Biomass,share,0.010713806836375806,0.010992873286750823
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|Biogas,share,0.0042360857201636124,0.004346424596294614
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|WindOnshore,share,0.32902402950944615,0.675188477808512
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|WindOffshore,share,0.0037277617534413727,0.0038248601290481266
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|SolarThermal,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|SolarPVOpen,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|Hydrogen,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|BatteryHydro,share,0.008189672223085096,0.008402991614776157
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,IE,Share|ElectricityHV|ImportsAT,share,0.0,0.0
