model,pathway,scenario,region,variables,unit,2020,2050
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsNO,share,0.0133927788818892,0.0082280769100383
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,LU,Share|ElectricityMV|TransformationHVMV,share,0.8314030683054418,0.5580504242558045
image,SSP2-Base,Business As Usual,LU,Share|ElectricityMV|SolarPVRoofCommercial,share,0.0999999999999999,0.3419495757441956
image,SSP2-Base,Business As Usual,LU,Share|ElectricityMV|Waste,share,0.0685969316945582,0.1
image,SSP2-Base,Business As Usual,LU,Share|ElectricityLV|TransformationMVLV,share,0.8488707096345082,0.7602203845923284
image,SSP2-Base,Business As Usual,LU,Share|ElectricityLV|BatteryChemical,share,0.0511292903654918,0.0897796154076715
image,SSP2-Base,Business As Usual,LU,Share|ElectricityLV|SolarPVRoofResidential,share,0.0999999999999999,0.15
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Coal,share,0.0412170738486153,0.0085038790610638
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|CombinedCycle,share,0.0168376648958203,0.0187349822155716
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|GasTurbine,share,0.0626619667141128,0.0594165167784033
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|CogenerationGas,share,0.0479307746847853,0.0019905292623257
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Nuclear,share,0.046026283404995,0.0109774835443924
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Oil,share,0.0560789589642141,0.0016260883627689
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Geothermal,share,0.0251491888932239,0.0247724838138934
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|HydroRunofRiver,share,0.1130080178249816,0.333184043826325
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|HydroReservoir,share,0.1056018663471661,0.0492457148812347
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Biomass,share,0.0352105437262815,0.002378799904417
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Biogas,share,0.0339774034847059,0.0198670960786548
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|WindOnshore,share,0.0001646324198543,0.0058273941108869
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|WindOffshore,share,0.017686386658632,0.0874257665891837
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|SolarThermal,share,0.0656328310382341,0.1136550868517917
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|SolarPVOpen,share,0.0217056945616348,0.1667024072679973
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|Hydrogen,share,0.1601918629462725,0.0307719821252755
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|BatteryHydro,share,0.0822780031209823,0.009762416480031
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsMK,share,0.0043874238595988,0.0530489693752174
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsPT,share,0.0270759547535224,0.0018449408887127
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsBY,share,0.0371774678523659,0.0002634185818525
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,GR,Share|ElectricityMV|TransformationHVMV,share,0.8,0.2897648112923824
image,SSP2-Base,Business As Usual,GR,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1,0.6581565146842288
image,SSP2-Base,Business As Usual,GR,Share|ElectricityMV|Waste,share,0.0999999999999999,0.0520786740233888
image,SSP2-Base,Business As Usual,GR,Share|ElectricityLV|TransformationMVLV,share,0.8604287279400148,0.8052275422273859
image,SSP2-Base,Business As Usual,GR,Share|ElectricityLV|BatteryChemical,share,0.0395712720599852,0.0447724577726141
image,SSP2-Base,Business As Usual,GR,Share|ElectricityLV|SolarPVRoofResidential,share,0.0999999999999999,0.15
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Coal,share,0.0852144671859647,0.0062587859707496
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|CombinedCycle,share,0.0175482723410549,0.0321525534026999
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|GasTurbine,share,0.1131646566625452,0.0659467306465076
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|CogenerationGas,share,0.0976264917973562,0.0386232921087635
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Nuclear,share,0.0292525744799969,0.0327314746190736
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Oil,share,0.0107881214048453,0.0146216281326841
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Geothermal,share,0.0001849288534852,0.0223688448005333
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|HydroRunofRiver,share,0.0428299445709038,0.121859131791046
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|HydroReservoir,share,0.0316102971449911,0.2423359914528168
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Biomass,share,0.0559761506611394,0.0422014229184378
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Biogas,share,0.0950761344182748,0.0304745645497513
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|WindOnshore,share,0.1265143245844395,0.031490876540695
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|WindOffshore,share,0.079719252126631,0.0938959226623601
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|SolarThermal,share,0.0190307694033945,0.1891362104739802
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|SolarPVOpen,share,0.0254030031068243,0.0014099275817
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|Hydrogen,share,0.137758770900974,0.0164524579950225
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|BatteryHydro,share,0.0112145946454769,0.0094148579723003
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsXK,share,0.0055130085323076,0.0031972338370086
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsSI,share,0.0147746116670761,0.0021209864851994
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsDE,share,0.0007996255123177,0.0033071060586693
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,IS,Share|ElectricityMV|TransformationHVMV,share,0.8,0.8274071448517919
image,SSP2-Base,Business As Usual,IS,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1,0.0725928551482081
image,SSP2-Base,Business As Usual,IS,Share|ElectricityMV|Waste,share,0.1,0.1
image,SSP2-Base,Business As Usual,IS,Share|ElectricityLV|TransformationMVLV,share,0.8582222310624409,0.7579228527330546
image,SSP2-Base,Business As Usual,IS,Share|ElectricityLV|BatteryChemical,share,0.0417777689375591,0.0920771472669454
image,SSP2-Base,Business As Usual,IS,Share|ElectricityLV|SolarPVRoofResidential,share,0.0999999999999999,0.15
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Coal,share,0.1046038648946978,0.0097722165249139
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|CombinedCycle,share,0.0034332160403867,0.0304712543212831
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|GasTurbine,share,0.0868956799752787,0.029152231442773
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|CogenerationGas,share,0.0099771604922552,0.0190176861885873
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Nuclear,share,0.0565317242148821,0.0418045083448079
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Oil,share,0.1981027141336521,0.0315503792268001
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Geothermal,share,0.0440829067411486,0.1225368615791876
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|HydroRunofRiver,share,0.0184039476428435,0.0043193421743881
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|HydroReservoir,share,0.0358396155538466,0.0811734732919674
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Biomass,share,0.0124850698706678,0.0675693693693555
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Biogas,share,0.1425388291203385,0.2002789885303692
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|WindOnshore,share,0.0093862575826143,0.0391177325621168
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|WindOffshore,share,0.0207366356813374,0.002907174429983
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|SolarThermal,share,0.040519075485161,0.1702528488748687
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|SolarPVOpen,share,0.0333882620557666,0.0790228851691596
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|Hydrogen,share,0.0680986719938002,0.0056970037354008
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|BatteryHydro,share,0.0128120036132664,0.0293865171699819
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsMT,share,0.0538688115458032,0.0132013735631788
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsBY,share,0.0381445473866341,0.0009165147640952
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,BA,Share|ElectricityHV|ImportsCH,share,0.0101510059756183,0.0218516387367812
image,SSP2-Base,Business As Usual,BA,Share|ElectricityMV|TransformationHVMV,share,0.8,0.6952439108533873
image,SSP2-Base,Business As Usual,BA,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1,0.2047560891466126
image,SSP2-Base,Business As Usual,BA,Share|ElectricityMV|Waste,share,0.0999999999999999,0.1
image,SSP2-Base,Business As Usual,BA,Share|ElectricityLV|TransformationMVLV,share,0.8784057677375756,0.6944844952784858
image,SSP2-Base,Business As Usual,BA,Share|ElectricityLV|BatteryChemical,share,0.0215942322624243,0.2
image,SSP2-Base,Business As Usual,BA,Share|ElectricityLV|SolarPVRoofResidential,share,0.1,0.1055155047215142
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Coal,share,0.003349411876507,0.0003027994172743
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|CombinedCycle,share,0.0429689047813926,0.002906162664086
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|GasTurbine,share,0.0079756860469818,0.0025523856721949
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|CogenerationGas,share,0.020825050703998,0.0020943234121643
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Nuclear,share,0.0059556668276351,0.0016477429840059
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Oil,share,0.040150669326027,0.0040536767497601
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Geothermal,share,0.1458028649879497,0.0733989577096028
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|HydroRunofRiver,share,0.0167092426159077,0.1359354135662113
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|HydroReservoir,share,0.0163294991105495,0.1477341829672499
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Biomass,share,0.0211062401584682,0.0908097459510069
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Biogas,share,0.0840510514175205,0.0307942679990748
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|WindOnshore,share,0.1435761902585502,0.0305298747229878
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|WindOffshore,share,0.1043230141414972,0.0433432026275737
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|SolarThermal,share,0.0575991075434918,0.0903244022170966
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|SolarPVOpen,share,0.0079268107369118,0.1285760325357427
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|Hydrogen,share,0.1168136429304627,0.0013121310140644
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|BatteryHydro,share,0.0037168378224353,0.2085539197034531
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsHR,share,0.0108381958864038,0.004810372437098
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsSI,share,0.0160695567203566,0.0001004739175724
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsGB,share,0.1339123561069526,0.0002199317317792
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,EE,Share|ElectricityMV|TransformationHVMV,share,0.8,0.8645470081462954
